title,sentiment
DL건설 광주 새 주거벨트서 e편한세상 봉선 셀레스티지 공급,1
HK이노엔 골 질환 치료제 데노수맙 바이오시밀러 도입 1200억원 시장 정조준,1
SM 시세조종 의혹 檢 카카오 압수수색,-1
현대두산인프라코어 튀르키예서 3131억 규모 전차용 엔진 수주,1
대우조선해양 등,-1
SK 2000억원 자기주식 매입 결정 주주가치 이어간다,0
한국조선해양 일주일 새 가스운반선 7척 잇달아 수주,1
대웅제약 위식도역류질환 신약 美 기술수출 4800억원 지분,0
AI SW 바이오 클린테크 LG 미래먹거리에 5년간 54조 투자,0
RV 열풍에 스포티지쏘렌토 불티 중고차 시장까지 점령,1
SK바이오팜 뇌전증약 中 임상 3상 속도,1
LGD 웰컴 투 삼성 대형 OLED 속내는,1
현대차 아이오닉 5 美 전문지 선정 2022 올해의 전기차 등극 벤츠 BMW 제쳐,-1
카카오 알뜰폰 스테이지파이브 통신망 주요 3사로 확대,0
우리들병원 불법대출 위증 의혹 신한은행 직원 기소,-1
"""정의선 회장의 2년 전 승부수 통했다""...현대오토에버, 자율선박 진출",1
한국조선해양 LNG VLCC 등 선박 6척 수주 1조 원 규모,1
미래에셋 금리 ETF 삼성 KODEX 제쳤다,0
DL·GS·대우도 못 믿어…‘아파트 하자’ 다발 대기업에 국민들 ‘분통’,-1
정보 유출 디도스 LGU 보안 취약 탓 2차 피해 가능성,-1
美 컨슈머리포트 최고의 대형 TV 삼성 LG 등극,1
PF보증 부담 커진 태영건설 신용등급 A 강등,-1
"기대작 베일 벗자, 엇갈리는 K게임株…엔씨↓ vs 네오위즈↑",0
모바일게임 인기순위 각축전 넥슨 강세,-1
온신협 “네이버 뉴스약관 불공정”… 의견서 전달,-1
카카오 비욘드 모바일 글로벌 기업 입지 강화,-1
람보르기니와 손잡은 한국타이어 고성능 타이어 기술력 입증,1
네이버 영화 문 닫는다 서비스 22년여 만에 종료,-1
삼성전기 車 전장용 MLCC 총력전,0
롯데홈쇼핑 6개월간 새벽시간 방송 중단,0
SK 2000억원 자기주식 매입 결정 주주가치 이어간다,0
삼성 LG 고효율 공조 솔루션으로 북미 시장 공략,0
셀트리온헬스케어 佛 자가면역질환 치료제 점유율 확대 가속화,1
아시아나 조종사노조 임금 협상 결렬 10일 노동위 조정신청,-1
삼성전자 레인보우로보틱스 589억 투자 로봇사업 본격 확대,0
쌍용차 6년만에 흑자전환 토레스 가 이끌어,1
HD현대일렉트릭 네옴시티 전력기기 수주 따냈다,1
스튜디오산타클로스 K 콘텐츠기업 케이엔터홀딩스 에 전략적 투자,0
"더블유게임즈, 71억원 규모 자사주 소각",0
성장통 직면한 현대 기아차,-1
"글랜우드PE, SK케미칼 제약 사업부 인수 추진중…최대 6500억원",0
HK이노엔 위식도역류질환 신약 케이캡 멕시코 품목허가,1
셀트리온 410억 규모 램시마IV 등 공급계약 체결,0
먹튀 사태 카카오에 큰 상처 직원 경영진 갈등봉합 시급,0
제넥신 본업 지지부진한데 부동산에만 열올리는 까닭,-1
올해 2 7조원 수주한 삼성바이오 3조원 초과 돌파 청신호,1
네이버의 라인 결국 일본서 라인뱅크 포기,-1
금감원 김범수 카카오 센터장 소환조사 한다,-1
현대차그룹 국내에 63조원 투자 미래차 허브로 육성,1
KT 미래먹거리 5년간 27조원 투자,0
현대 코나EV 포함 한국GM 볼보 등 6456대 결함 리콜,-1
강스템바이오텍 CDMO 사업 확장 세포유전자치료제로 다변화 박차,1
네이버·카카오로 공공기관 로그인 확대…오류 발생 때 정부 보고,0
삼성전자 작년 전기요금만 2조 기업도 에너지 절감 발등의 불,-1
남부발전 동기조상기 국산화기술 개발 나서,0
與 위메이드 찾으며 공세강화 野는 수박 시그널 논쟁,0
CJ대한통운 인도법인 상장 추진 예비심사 접수,0
LG화학 유니세프와 2억달러 규모 필수백신 공급계약,1
삼성 LG디스플레이 LCD 접고 차세대 디스플레이 집중,1
삼성전기 전기차용 세계 최고 용량 MLCC 개발,0
CJ제일제당 K 푸드 신 영토 확장에 속도,1
DL이앤씨 3151억 규모 강북5구역 공공재개발 시공사 선정,1
네오위즈 블록체인 게임 플랫폼 인텔라 X 150억 투자 유치,1
KCC건설 KCC와 128억 상품 용역 거래,1
삼성전자 美 오스틴 공장 보험사 상대 소송 2021년 정전 피해 치명적,-1
현대차 기아 유럽 연간 판매량 100만 대 넘겨,1
한국동서발전 사우디 태양광 ESS사업 참여,1
현대차그룹 국내에 63조원 투자 미래차 허브로 육성,0
삼성SDI 차세대 배터리 소재 합작법인 설립,1
SK이노 포드와 美 합작법인 설립 배터리 영토 확장,0
신라젠 펙사벡 신장암 병용임상서 가능성 입증,1
기아 英 오토카 선정 최고의 제조사,0
검단신도시 건설 현장 붕괴 여파 GS건설 주가 하락,-1
현대모비스 글로벌 자동차 부품 6위 탈환,0
싸이토젠 배양 CTC 활용 항암제 감수성 검사 임상 돌입,1
현대차그룹 SK온 미국에 배터리 합작공장 설립 계획,0
"크리스탈지노믹스, 신주발행무효 소송 피소",-1
대우조선해양 등,0
삼성전자 1분기 세계 스마트폰 1위 수성 애플에 6 p 앞서,1
포스코인터 세넥스에너지 호주 천연가스 장기공급 계약,1
개인정보 78만건 유출 인터파크 과징금 10억3000만원,-1
임병헌 카카오톡 먹통 부른 火災 데이터센터 재발방지 입법 추진,0
글로벌 겨냥한 넷마블 국내서도 존재감 드러낼까,0
현대車 2025년까지 전기차 14종으로 확대,-1
우리금융 1세대 VC 다올인베스트먼트 인수 추진,0
현대제철 중국 베이징 법인 매각,-1
코웨이 정수기 공청기 비데 국내 브랜드파워 1위,1
티웨이항공 장거리 기종 추가 도입 검토 북미 유럽 노선 취항 포석,-1
SK텔레콤 뒤따라 LG유플러스 최대 4000억 원 규모 회사채 발행,1
현대차 SK온과 북미에 배터리공장 설립한다,0
현대제철 중국 베이징 법인 매각,-1
삼성전자 레인보우로보틱스 589억 투자 로봇사업 본격 확대,0
"맥날에 치이고, 스벅에 밀리고…롯데GRS, 휴게소·공항 식음료 사업 확장",-1
기아차 광주공장 협력사 안전사고에 도미노 가동 중단,-1
SK온 中 옌청공장에 화재 인명피해는 없어,-1
PF보증 부담 커진 태영건설 신용등급 A 강등,-1
신세계 신라 현대百 인천공항 면세점 승기 롯데 中 CDFG 탈락,-1
SPC 계열 샤니 빵공장서 또 근로자 끼임 사고 심정지,-1
롯데홈쇼핑 6개월간 새벽시간 방송 중단,-1
GS건설 올해 도시정비사업 수주 6조원 돌파,-1
성장통 직면한 현대 기아차,-1
LS엠트론 LS스마트렉 본격 양산,0
KT 檢 수사 조직적 방해 보도 사실 아냐 반박,0
롯데건설 재건축 시공권 박탈 위기,-1
'결손금 103억' 삼양목장에 눈길 가는 이유,0
롯데제과 회사채 수요예측에 1.6조원 몰려…대상·한국금융지주도 흥행,1
"LG CNS 컨소시엄, 사회보장정보시스템 사업 철수...“과업 변경에도 추가비용 없어”",-1
현대차 日 승용차 시장 다시 도전장 아이오닉5 등 친환경차 중심 공략,-1
"보령LNG터미널, 500억 회사채 발행 '흥행'",1
제네시스 GV80 생산 앞당긴다 10월부터 양산 돌입,1
현대위아 자율주행 물류로봇 상용화 현대차그룹 美 공장에 투입,0
대형 화재 한국타이어 대전공장 전면 가동 중단,-1
PF보증 부담 커진 태영건설 신용등급 A 강등,-1
에코프로비엠 주식 내부자거래 혐의로 수사,1
CJ ENM 1Q 영업손실 503억원 전년 동기비 적자전환,-1
카카오 비욘드 모바일 글로벌 기업 입지 강화,-1
"크래프톤 ""올해 1분기 글로벌 스튜디오 4곳 투자""",0
대형 화재 한국타이어 대전공장 전면 가동 중단,-1
"다보링크, LG유플러스와 69억 규모 공급계약 체결",1
JW중외제약 혁신 탈모치료제 러시아 특허 등록,0
글로벌 겨냥한 넷마블 국내서도 존재감 드러낼까,1
삼성전자 3분기 모바일 3 3조 흑자 폴더블 출시 효과,0
아시아나 조종사노조 임금 협상 결렬 10일 노동위 조정신청,0
"국산車 수출 1위? 아반떼 아닌 '트레일 블레이저'...韓GM, 판매 2배 증가",1
현대차 日 승용차 시장 다시 도전장 아이오닉5 등 친환경차 중심 공략,0
대웅제약 위식도역류질환 신약 美 기술수출 4800억원 지분,1
네이버 1억달러 규모 사우디 디지털 트윈 플랫폼 사업 수주,1
카카오모빌리티 라오스 진출 고젝 그랩과 경쟁,0
기아 테슬라 벤츠 등 제작결함 발견 리콜실시,-1
LS전선 525kV급 최고 전압 초고압직류송전 케이블 상용화,1
美마이크론 삼성에 차세대 D램 도전장,0
대웅제약 위식도역류질환 신약 美 기술수출 4800억원 지분,1
대한항공 진에어와 소형 항공기 2대 임대차 연장계약 체결,-1
현대차 아이오닉 5 美 전문지 선정 2022 올해의 전기차 등극 벤츠 BMW 제쳐,0
LS일렉트릭 한일 동시 출격 전기차 충전 플랫폼 최초공개,1
신동원의 농심 불황에 탄력받나 美 시장도 쭉쭉,0
성남시 붕괴된 정자교 시공사 금호건설과 LH 상대 손배소 청구한다,-1
먹튀 사태 카카오에 큰 상처 직원 경영진 갈등봉합 시급,0
씨에스윈드 686억 규모 윈드타워 공급계약,1
현대엔지니어링 안양 평촌 초원2단지 대림아파트 리모델링 수주,1
셀트리온 410억 규모 램시마IV 등 공급계약 체결,0
삼성重 삼성전자 반도체 공장 공사 수주 1600억 규모,0
위니아전자 130명 감원 추진 노조 천막농성,-1
한국타이어 화재는 人災 시민사회 경영진 사퇴하라,-1
회계기준 위반 의혹 두산에너빌리티 금감원 감리 진행,-1
"신세계인터내셔날, ‘돌체앤가바나 뷰티’ 국내 독점 유통",0
셀트리온 지뉴브와 항체신약 개발 위한 파트너십 체결,1
현대차그룹 국내에 63조원 투자 미래차 허브로 육성,-1
셀트리온 410억 규모 램시마IV 등 공급계약 체결,0
"'붕괴사고' GS건설·HDC현산, 나란히 2분기 수익 급락",-1
검찰 CJ 계열사 취업 청탁 의혹 前 청와대 인사비서관 소환조사,0
한국전력 재정난 우려에 文 공약 한전공대 추진 동력 흔들,-1
삼성전자 창사 첫 임금협약 체결 노조와 최종 합의,0
SK팜테코 투자유치 후끈 연기금 등 10여곳 러브콜,1
LS일렉트릭 490억 규모 대만 타오위안 철도 신호사업 수주,1
삼성전자 1분기 세계 스마트폰 1위 수성 애플에 6 p 앞서,1
급락장서 선방한 삼성바이오로직스 100만원 시대 문열까,1
카카오 카르텔 폭로 투사로 나선 김정호 욕설 논란 딛고 쇄신 이룰까,0
DGB금융그룹 2022년 당기순이익 4062억원 달성,1
차세대 반도체 백신 삼성 미래기술에 통큰 투자,0
카카오뱅크 카카오 연계 서비스 정상화,-1
"KT&G, 글로벌 생산 혁신기지 세운다…카자흐스탄 신공장 착공",0
포스코 비용절감 품질향상 등 中企 성장 뒷받침,-1
LG엔솔 1 7月 전기차 배터리 2위 中 CATL 바짝 추격,1
현대차 기아 獨인피니언과 맞손 전력반도체 2030년까지 공급,1
포스코 SK에코플랜트 해상풍력 K 부유체 개발,0
대우건설 해외부동산 개발 박차 글로벌 디벨로퍼 입지 다져,-1
몸집 불리기 속도 내는 카카오엔터 美 상장도 검토,-1
빨라지는 AI 의료 선봉에 선 카카오,-1
애플페이 상륙 가능 배경은 현대카드의 독점 포기,0
NHN 470억 규모 자사주 소각,0
삼성바이오에피스 유럽 최초 루센티스 바이오시밀러 허가 눈 앞,1
김범수 카카오 창업주 금감원 소환조사 기로에 선 카카오,-1
한국전력 재정난 우려에 文 공약 한전공대 추진 동력 흔들,-1
공정위 CJ올리브영 갑질 논란 에 거액 과징금 부과할 듯,-1
폴란드 공장 증설 SKIET 유럽 최대 분리막 생산업체 겨냥,1
현대차 고려아연 지분 5 인수 니켈 수급 배터리 동맹,0
포스코인터내셔널 에너지 식량 사업 등 직접 영위하는 종합사업회사 로 진화,1
오스템임플란트 주가 하락 손해배상금 청구 소송 제기,-1
삼성전기 LG이노텍 신기록행진,-1
급락장서 선방한 삼성바이오로직스 100만원 시대 문열까,0
현대차 日 승용차 시장 다시 도전장 아이오닉5 등 친환경차 중심 공략,-1
웹소설 당선자에 갑질 카카오엔터 공정위 과징금 5 4억원,-1
대한항공 아시아나 4월 국제선 운항 코로나 이전의 60 대 회복,1
신세계디에프 호텔신라 인천공항 출국장 면세점 사업자 선정,1
삼성 LG디스플레이 LCD 접고 차세대 디스플레이 집중,0
SK온 포드 합작 튀르키예 배터리 공장 원점에서 재검토,-1
삼성SDI 차세대 배터리 소재 합작법인 설립,0
현대차 노조 합법적 파업권 확보 먹구름 낀 현대차,0
PF보증 부담 커진 태영건설 신용등급 A 강등,-1
대한항공 아시아나 인수 총력전 법률비용만 1000억원 넘어,0
네이버 단체교섭 한창인데 회사만 48차례 접촉한 고용부,-1
LIG넥스원 함정용전자전장비 II 체계개발사업 우선협상대상자 선정,0
검찰 박영수 50억 클럽 의혹 우리은행 압수수색,0
안다자산운용 KT G에 주주행동 본격화 주주명부 열람 등사 가처분 신청,0
"SK디앤디, 480억 규모 연료전지 발전사업 건설공사 수주",1
한전 튀르키예 원전 수주 제안서 제출,1
제주공항 노동자 파업  돌입,-1
현대중공업 노조 2021년 임협 난항에 파업 수순 쟁의 조정 신청,-1
"현대백화점그룹 한섬·지누스, 지난해 4분기 '싸늘'했다",-1
치열했던 乙들의 특허 전쟁 삼성전자 1 2차 협력사 소송 전말,-1
삼성 애플 엔비디아 英반도체 Arm에 투자 최대 1억 달러,1
메디톡스 美국제무역위원회에 대웅제약 제소,-1
현대삼호중공업 6072억 규모 LNG 운반선 3척 수주 계약,1
포스코인터내셔널 에너지 식량 사업 등 직접 영위하는 종합사업회사 로 진화,0
롯데알미늄 안산공장서 50대 작업자 기계에 끼여 사망,-1
셀트리온 500억 규모 자사주 취득 결정,0
카카오 주당 15만원에 공개매수 SM엔터 주가 향방은,0
대우조선해양 등,0
네이버 계열 팹 크림서 20억원 차입,0
현대건설 한 미 청정에너지 동맹 힘입어 글로벌 원전사업 박차 K 금융 맞춤형 지원도 받아,1
"검찰 한샘, 에넥스 등 공정위에 고발요청.. 오너리스크 커지나",-1
컴투스 가상화폐 엑스플라 거래소 빗썸에 상장 예정,0
한국전력 재정난 우려에 文 공약 한전공대 추진 동력 흔들,-1
한국조선해양 LNG VLCC 등 선박 6척 수주 1조 원 규모,0
포스코인터내셔널 에너지 식량 사업 등 직접 영위하는 종합사업회사 로 진화,1
두산 SMR 수소터빈 등 차세대 에너지에 5조 투자,1
현대차 노조 합법적 파업권 확보 먹구름 낀 현대차,0
"LX·코오롱·SK, 수백억대 석탄 입찰서 담합...과징금 16억원",-1
반도체 경기침체 직격탄 삼성전자 어닝쇼크,-1
성장통 직면한 현대 기아차,0
김성태 쌍방울 전 회장 구속 혐의 소명 증거인멸 도주 우려,-1
셀트리온헬스케어 佛 자가면역질환 치료제 점유율 확대 가속화,1
"[fn마켓워치] CJ ENM, 1000억원 유동화증권 발행 성공…신한은행 신용도 지원",1
美 中 수입 제품 검사 전기차 배터리 포함 소식에 에코프로 3형제 상승,1
교보생명 금융지주사 설립 추진 미래 성장동력 확보 박차,1
SK이노 SK온 주식 매입해 주주에게 지급 방안 검토,0
현대오토에버 배당방식 先액수 後기준일 확정 변경 주당 1140원 배당,0
전기차 전환 가속 한온시스템 美 조지아에 제3공장 짓는다,0
현대차 기아 미국서 역대 두 번째 최다 차량 판매,-1
[뉴스 더하기] 보령시 ‘탈모 치료비 지원’ 찬반 논란,0
삼성전자 1분기 세계 스마트폰 1위 수성 애플에 6 p 앞서,-1
EU 대한항공 아시아나 합병 최종 심사 돌입 7월쯤 판가름,0
동아제약 융복합 건강기능식품 시범사업 진출 신성장동력 포석,0
"삼성, ‘빅테크 타깃’ EU 디지털시장법 규제 가능성",-1
SKT 양자암호통신 기반 VPN 기술 개발 하반기 상용화,1
HJ중공업 530억 규모 가로주택정비사업 공사 수주,1
몸집 불리기 속도 내는 카카오엔터 美 상장도 검토,0
검찰 횡령 배임 한국타이어 조현범 회장 구속영장 청구,-1
신세계디에프 호텔신라 인천공항 출국장 면세점 사업자 선정,1
이재현 회장 제2 창업 승부수 CJ 명운 건 8조 사업 정체,-1
대웅제약 한올바이오파마 美 파킨슨병 신약 개발사에 투자,0
NHN클라우드 데이터센터 반도체로 AI 대전환 시대 특화 전략 전개,0
"유럽서 ‘불소화 온실가스’ 퇴출… 삼성·LG, 히트펌프 사업 부담",0
삼성전자 1분기 세계 스마트폰 1위 수성 애플에 6 p 앞서,-1
[단독] 11년째 '1년짜리 계약직' 신세… 대교협 '꼼수 고용' 논란,-1
블랙아웃 면했다 NS홈쇼핑 LG유플러스 송출수수료 극적 합의,0
삼성전자 1분기 세계 스마트폰 1위 수성 애플에 6 p 앞서,1
폴더블폰도 밀려나나 세계 1위 삼성 중국폰에 치인다,0
폐광지역 강원랜드노조 지지선언 폐특법 외면하는 임원진 규탄,-1
LG 구광모 회장에 가족이 상속회복청구소송 LG 합의따른 적법한 상속,-1
애경 가습기살균제 피해구제 추가 분담금 취소소송 제기,-1
김홍국 하림 회장 장녀 '하림산업' 등기이사 해임,-1
한국조선해양 LNG VLCC 등 선박 6척 수주 1조 원 규모,1
포스코 노조 민노총 탈퇴 추진 장기화 시정명령 등 행정조치,0
삼성 LG 맞손 핵심 디스플레이 장비 공동 개발,0
현대차 기아 벤츠 등 32만여대 제작결함 리콜,-1
기아 英 오토카 선정 최고의 제조사,-1
필옵틱스 192억 규모 디스플레이 제조장비 공급계약,1
"코오롱글로벌, 송도국제도시 중소형 아파트 '송도 하늘채 아이비원' 공급 나서",1
한국타이어 북미서 전기차용 타이어 전체 라인업 공개,1
현대차 차값 인하 내수진작 물가안정 명분 실리,1
검찰 김성태 전 쌍방울 회장 금고지기 구속영장 청구,0
LG전자 美프리미엄 가전시장 공략,-1
겨울에 더 잘나가는 얼음 정수기 SK매직 판매량 30 올라,1
가락1차 현대 재건축 합정7구역 재개발 건축심의 통과,1
RV 열풍에 스포티지쏘렌토 불티 중고차 시장까지 점령,1
에코프로비엠 주식 내부자거래 혐의로 수사,0
한국비엔씨 51억 규모 위탁생산 공급계약,0
네오위즈 MMORPG 전문 개발사 파우게임즈 인수,0
"프로테옴텍, 자가면역 진단키트 국책과제 우수...‘해외 적극 공략’",1
라면값 인상 효과 농심 반등 성공,0
공매도 금지 비켜간 종목 있었다 포스코홀딩스 엘앤에프 되레 증가,1
CJ제일제당 생분해 소재 美FDA 승인 받아,0
횡령 배임 조현범 한국타이어 회장 구속 증거인멸 염려,-1
LG전자 BIE 실사단 맞아 2030 부산세계박람회 유치 광고,0
카카오 김범수 금감원 출석 주가는 신저가,-1
과기정통부 LGU 정보유출 접속장애 특별조사점검단 운영,-1
현대차 日 승용차 시장 다시 도전장 아이오닉5 등 친환경차 중심 공략,1
연세크림빵 박재범 소주 인기에 지난해 2500억씩 이익 낸 GS25 CU,1
삼성엔지니어링 수산인더스트리,0
이아이디 이차전지와 VFX로 신성장동력 종속사 수주잔고 탄탄,1
NH농협은행 무디스 신용등급 A1 Aa3 상향 조정,1
두산 SMR 수소터빈 등 차세대 에너지에 5조 투자,0
태영건설 서울 성북구 하월곡2구역 가로주택정비사업 수주,1
금감원 특사경 에스엠 현 전 경영진도 피의자 입건 조사 중,0
삼성전기 車 전장용 MLCC 총력전,1
롯데제과 롯데푸드 합병 공식화 국내 2위 종합식품기업 탄생,0
SK에코플랜트 현대ENG USNC와 MMR기반 수소 생산 허브 구축 밑그림,0
위메이드 블록체인 사업 자회사 위메이드트리 흡수합병,0
한 달에 1명 이상 산재 세아베스틸 전격 압수수색,-1
대웅제약 위식도역류질환 신약 美 기술수출 4800억원 지분,0
검찰 대마 판매 혐의 남양유업 창업주 3세 추가기소,0
한전 튀르키예 원전 수주 제안서 제출,1
"롯데케미칼-SK가스 합작법인, 일반수소발전 사업자 선정",1
"줌인터넷, 지난해 영업손실 7.3억…적자전환",-1
금감원 김범수 카카오 센터장 소환조사 한다,-1
포스코 노조 민노총 탈퇴 추진 장기화 시정명령 등 행정조치,-1
포스코퓨처엠 포항에 첫 NCA 양극재 전용공장 연산 3만톤 규모,0
기아 英 오토카 선정 최고의 제조사,-1
